time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-27 14:00:00,32.7,34,994.4,12.6,13.7,13.7,14.0,360,360,360,1,811.1,793.2,2023-06-26 11:14:42.205971,1
2023-06-27 15:00:00,33.5,30,993.9,14.1,15.2,15.2,15.6,6,5,7,7,770.9,729.7,2023-06-26 11:14:42.205971,1
2023-06-27 16:00:00,33.8,28,993.5,14.7,16.2,16.5,16.6,11,12,11,13,603.2,483.2,2023-06-26 11:14:42.205971,1
2023-06-27 17:00:00,33.8,29,993.2,14.7,16.1,16.5,16.5,25,24,23,23,511.9,547.8,2023-06-26 11:14:42.205971,1
2023-06-27 18:00:00,33.5,28,993.2,15.8,17.7,17.7,18.0,27,27,27,26,472.5,375.6,2023-06-26 11:14:42.205971,1
2023-06-27 19:00:00,32.9,30,993.5,17.3,20.9,21.1,21.4,45,44,43,42,295.3,210.3,2023-06-26 11:14:42.205971,1
2023-06-27 20:00:00,31.5,34,993.8,22.3,30.8,32.3,32.8,59,57,57,57,63.4,0.0,2023-06-26 11:14:42.205971,1
2023-06-27 21:00:00,29.3,43,994.7,23.5,32.6,34.7,35.8,61,61,61,60,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-27 22:00:00,27.9,51,995.4,20.0,27.9,30.0,31.2,52,52,51,51,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-27 23:00:00,26.6,58,995.4,16.5,23.9,26.4,28.3,54,53,51,48,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 00:00:00,25.6,61,995.4,12.5,20.1,23.4,26.2,49,47,44,37,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 01:00:00,24.7,66,995.2,10.7,18.3,21.2,24.2,48,45,40,33,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 02:00:00,23.9,72,995.3,8.4,15.3,18.3,21.5,43,41,36,31,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 03:00:00,23.3,76,995.6,4.7,10.3,13.4,17.0,23,25,24,21,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 04:00:00,22.9,78,995.4,2.9,7.2,10.2,13.6,30,27,23,22,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 05:00:00,22.4,80,995.6,2.6,6.2,8.8,12.2,16,21,19,19,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 06:00:00,22.1,81,995.9,4.0,7.6,9.9,12.8,355,8,10,11,1.0,28.4,2023-06-26 11:14:42.205971,1
2023-06-28 07:00:00,22.7,79,996.3,3.6,7.2,9.1,12.1,354,3,9,12,170.9,337.8,2023-06-26 11:14:42.205971,1
2023-06-28 08:00:00,24.3,69,997.1,4.0,4.4,6.9,10.0,350,351,6,13,458.0,566.7,2023-06-26 11:14:42.205971,1
2023-06-28 09:00:00,26.3,58,997.3,3.6,4.3,4.3,4.7,360,360,360,4,638.0,699.0,2023-06-26 11:14:42.205971,1
2023-06-28 10:00:00,28.2,49,997.4,2.9,3.2,3.2,3.2,353,360,360,360,740.7,776.9,2023-06-26 11:14:42.205971,1
2023-06-28 11:00:00,30.0,42,997.3,2.6,3.1,3.1,3.1,304,306,306,306,802.8,825.2,2023-06-26 11:14:42.205971,1
2023-06-28 12:00:00,31.7,36,997.0,7.2,7.6,8.0,8.0,276,278,278,278,839.4,851.2,2023-06-26 11:14:42.205971,1
2023-06-28 13:00:00,32.9,32,996.6,11.9,13.0,13.0,13.0,273,275,275,275,858.1,862.7,2023-06-26 11:14:42.205971,1
2023-06-28 14:00:00,33.9,30,996.1,15.9,17.0,17.0,17.3,275,275,275,275,861.6,857.5,2023-06-26 11:14:42.205971,1
2023-06-28 15:00:00,34.6,26,995.9,17.4,18.9,18.9,19.2,277,278,278,278,848.1,835.2,2023-06-26 11:14:42.205971,1
2023-06-28 16:00:00,34.8,23,995.6,17.1,18.6,18.9,18.9,285,285,284,284,816.4,792.9,2023-06-26 11:14:42.205971,1
2023-06-28 17:00:00,34.6,22,995.3,16.2,17.8,18.1,18.1,291,291,291,291,760.8,721.7,2023-06-26 11:14:42.205971,1
2023-06-28 18:00:00,34.1,22,995.2,14.0,15.6,15.6,16.1,296,296,296,297,673.7,610.4,2023-06-26 11:14:42.205971,1
2023-06-28 19:00:00,33.5,23,995.4,11.5,13.7,14.0,14.2,302,305,305,306,502.6,374.2,2023-06-26 11:14:42.205971,1
2023-06-28 20:00:00,31.8,27,995.7,12.8,17.7,17.8,16.6,38,33,32,30,114.5,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 21:00:00,27.6,57,997.0,26.4,34.5,35.5,36.0,51,50,50,49,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 22:00:00,26.4,61,997.2,21.3,27.7,28.8,32.6,64,64,64,61,0.0,0.0,2023-06-26 11:14:42.205971,1
2023-06-28 23:00:00,25.4,66,997.4,14.0,19.5,21.0,26.0,61,60,59,53,0.0,0.0,2023-06-26 11:14:42.205971,1
