time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-11 00:00:00,18.9,66,1011.0,9.0,17.7,20.2,26.4,67,70,71,79,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 01:00:00,18.2,69,1010.8,5.0,12.0,14.5,19.1,90,83,83,86,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 02:00:00,17.6,73,1010.7,2.3,6.2,8.6,12.6,51,80,88,93,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 03:00:00,17.4,73,1010.3,5.6,12.0,13.1,15.2,27,41,53,68,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 04:00:00,17.3,72,1010.2,6.7,15.0,17.1,17.7,36,42,49,61,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 05:00:00,17.3,71,1010.1,6.6,15.0,17.7,19.0,41,44,52,65,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 06:00:00,17.3,72,1010.2,3.9,8.7,11.2,14.2,22,38,48,60,0.0,0.0,2023-06-09 22:15:00,1
2023-06-11 07:00:00,17.8,70,1010.4,5.4,10.5,13.8,16.9,48,52,57,63,7.0,25.9,2023-06-09 22:15:00,1
2023-06-11 08:00:00,18.6,66,1010.5,6.5,9.4,10.2,15.0,56,58,58,66,86.2,157.5,2023-06-09 22:15:00,1
2023-06-11 09:00:00,19.9,62,1010.7,5.6,6.9,7.1,7.1,50,51,49,49,226.5,289.5,2023-06-09 22:15:00,1
2023-06-11 10:00:00,21.7,57,1010.9,6.4,8.0,8.2,8.2,52,54,52,52,307.5,322.6,2023-06-09 22:15:00,1
2023-06-11 11:00:00,23.7,53,1010.6,7.8,9.6,10.1,10.1,56,56,55,55,357.5,412.1,2023-06-09 22:15:00,1
2023-06-11 12:00:00,25.9,50,1010.3,7.7,9.7,10.1,10.1,62,63,63,63,550.8,661.7,2023-06-09 22:15:00,1
2023-06-11 13:00:00,27.0,45,1010.2,8.7,10.9,11.3,11.7,83,82,81,81,514.3,367.8,2023-06-09 22:15:00,1
2023-06-11 14:00:00,28.4,46,1009.9,9.2,12.1,12.4,12.8,79,80,80,80,506.3,687.4,2023-06-09 22:15:00,1
2023-06-11 15:00:00,29.6,33,1009.6,11.9,15.8,16.6,16.9,88,90,90,91,777.3,839.0,2023-06-09 22:15:00,1
2023-06-11 16:00:00,29.7,35,1009.3,11.5,15.9,16.6,16.6,90,93,92,94,827.8,788.3,2023-06-09 22:15:00,1
2023-06-11 17:00:00,29.1,45,1009.3,12.3,17.8,18.2,18.6,97,98,98,99,700.1,611.1,2023-06-09 22:15:00,1
2023-06-11 18:00:00,28.4,48,1009.4,13.4,19.7,20.5,20.9,98,99,100,101,603.5,586.1,2023-06-09 22:15:00,1
2023-06-11 19:00:00,27.1,53,1009.6,12.0,18.8,19.6,20.1,99,102,103,105,443.7,298.7,2023-06-09 22:15:00,1
2023-06-11 20:00:00,24.5,67,1009.9,8.9,13.0,13.0,12.7,207,208,208,209,286.7,163.3,2023-06-09 22:15:00,1
2023-06-11 21:00:00,23.0,71,1010.6,8.0,13.2,13.7,13.7,216,215,215,215,97.1,16.2,2023-06-09 22:15:00,1
2023-06-11 22:00:00,21.9,75,1010.9,6.2,11.1,11.6,11.7,216,216,216,223,1.2,0.0,2023-06-09 22:15:00,1
2023-06-11 23:00:00,21.2,79,1011.1,4.4,8.7,10.4,8.5,215,218,226,242,0.0,0.0,2023-06-09 22:15:00,1
