time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-09 18:00:00,22.8,53,1008.9,16.9,27.2,29.0,30.1,78,79,79,78,774.5,739.8,2023-06-09 17:19:00,1
2023-06-09 19:00:00,22.0,56,1008.9,15.5,25.9,27.5,28.3,68,69,68,68,694.4,638.5,2023-06-09 17:19:00,1
2023-06-09 20:00:00,21.1,61,1009.2,14.1,24.5,26.5,27.8,71,70,69,69,562.1,469.9,2023-06-09 17:19:00,1
2023-06-09 21:00:00,20.1,66,1009.6,12.2,23.7,26.6,29.0,66,66,65,65,286.2,43.3,2023-06-09 17:19:00,1
2023-06-09 22:00:00,19.0,72,1009.8,11.8,23.6,27.6,31.3,59,59,59,61,3.5,0.0,2023-06-09 17:19:00,1
2023-06-09 23:00:00,17.9,77,1009.7,12.0,23.6,27.6,32.0,51,52,54,59,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 00:00:00,17.0,80,1009.4,10.0,19.9,23.3,28.8,49,49,51,58,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 01:00:00,16.2,81,1009.4,9.7,19.9,23.9,28.3,48,49,53,63,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 02:00:00,15.7,81,1009.2,8.9,19.9,25.0,29.3,47,48,54,64,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 03:00:00,15.4,81,1009.2,7.1,17.1,21.5,25.3,49,49,55,66,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 04:00:00,15.1,82,1008.9,7.9,19.2,22.3,25.7,47,50,59,70,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 05:00:00,14.8,83,1008.8,8.2,20.7,24.0,27.0,49,51,60,71,0.0,0.0,2023-06-09 17:19:00,1
2023-06-10 06:00:00,15.1,82,1009.0,8.5,20.7,24.5,27.4,54,55,64,73,0.0,171.7,2023-06-09 17:19:00,1
2023-06-10 07:00:00,16.2,78,1009.1,7.8,16.3,21.6,26.4,56,59,66,76,272.1,393.1,2023-06-09 17:19:00,1
2023-06-10 08:00:00,18.0,71,1009.4,9.3,13.8,14.5,22.1,62,62,63,74,496.8,593.7,2023-06-09 17:19:00,1
2023-06-10 09:00:00,20.0,65,1009.6,10.0,14.2,14.9,15.7,69,69,70,70,649.5,693.6,2023-06-09 17:19:00,1
2023-06-10 10:00:00,22.3,59,1009.6,11.3,16.1,16.8,17.2,73,74,75,74,716.2,734.1,2023-06-09 17:19:00,1
2023-06-10 11:00:00,24.6,49,1009.7,12.4,17.5,18.2,18.9,80,82,81,81,750.3,765.2,2023-06-09 17:19:00,1
2023-06-10 12:00:00,26.1,44,1009.7,13.4,19.1,19.8,20.5,85,86,87,87,778.0,783.1,2023-06-09 17:19:00,1
2023-06-10 13:00:00,27.2,42,1009.6,14.1,20.5,21.3,22.0,87,88,88,88,760.3,718.8,2023-06-09 17:19:00,1
2023-06-10 14:00:00,27.8,39,1009.5,15.9,23.8,24.5,25.2,85,87,87,88,613.0,526.2,2023-06-09 17:19:00,1
2023-06-10 15:00:00,27.9,39,1009.5,17.3,26.0,27.4,28.1,85,86,86,87,614.0,728.2,2023-06-09 17:19:00,1
2023-06-10 16:00:00,27.6,39,1009.4,18.4,28.8,30.2,31.3,90,91,91,92,780.2,812.9,2023-06-09 17:19:00,1
2023-06-10 17:00:00,27.2,43,1009.2,17.0,26.3,27.7,28.8,86,88,89,89,803.0,763.6,2023-06-09 17:19:00,1
2023-06-10 18:00:00,26.3,46,1009.2,16.6,26.6,28.1,29.2,89,89,89,89,640.6,505.4,2023-06-09 17:19:00,1
2023-06-10 19:00:00,25.1,45,1009.5,15.1,26.3,28.8,30.6,90,91,91,91,429.5,365.5,2023-06-09 17:19:00,1
2023-06-10 20:00:00,23.6,50,1010.0,13.0,22.7,25.2,27.4,90,91,91,91,324.7,276.8,2023-06-09 17:19:00,1
2023-06-10 21:00:00,21.8,56,1010.8,11.5,20.9,23.0,24.9,88,89,89,88,152.2,15.3,2023-06-09 17:19:00,1
2023-06-10 22:00:00,20.2,63,1011.2,9.9,18.9,21.8,24.3,80,81,81,83,1.1,0.0,2023-06-09 17:19:00,1
2023-06-10 23:00:00,19.3,65,1011.4,9.1,18.3,20.7,26.6,72,75,77,81,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 00:00:00,18.5,66,1011.4,6.3,12.4,14.6,19.8,77,80,81,87,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 01:00:00,18.1,69,1011.0,3.8,7.4,9.2,12.7,41,61,69,82,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 02:00:00,17.8,70,1011.1,2.2,2.4,4.3,6.8,189,117,114,115,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 03:00:00,17.6,70,1010.7,6.4,13.0,12.1,8.9,43,48,60,76,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 04:00:00,17.6,69,1010.5,5.6,14.5,16.1,13.3,45,42,50,57,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 05:00:00,17.4,70,1010.5,5.9,14.6,18.0,18.5,52,50,53,61,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 06:00:00,17.5,70,1010.4,5.1,12.5,15.3,17.0,45,44,49,58,0.0,0.0,2023-06-09 17:19:00,1
2023-06-11 07:00:00,17.7,70,1010.7,3.8,8.2,11.4,14.7,49,52,55,62,0.6000000000000001,4.3,2023-06-09 17:19:00,1
2023-06-11 08:00:00,18.1,68,1010.9,4.8,7.7,10.7,13.7,42,41,45,55,16.2,34.1,2023-06-09 17:19:00,1
2023-06-11 09:00:00,19.1,65,1011.1,4.6,6.1,6.4,10.6,51,50,52,55,56.4,106.7,2023-06-09 17:19:00,1
2023-06-11 10:00:00,21.3,58,1011.1,5.1,6.6,7.1,7.7,45,45,45,49,275.7,458.6,2023-06-09 17:19:00,1
2023-06-11 11:00:00,23.5,53,1011.1,5.4,6.6,6.9,6.9,48,49,47,47,551.7,626.6,2023-06-09 17:19:00,1
2023-06-11 12:00:00,25.6,50,1010.8,6.7,8.5,9.0,9.0,54,54,53,53,681.1,726.5,2023-06-09 17:19:00,1
2023-06-11 13:00:00,27.5,45,1010.5,8.0,10.5,10.8,10.9,63,63,64,63,750.8,767.6,2023-06-09 17:19:00,1
2023-06-11 14:00:00,29.4,35,1009.8,11.2,16.1,16.4,16.8,105,106,105,105,769.4,866.1,2023-06-09 17:19:00,1
2023-06-11 15:00:00,29.7,36,1009.7,12.2,17.5,17.9,18.3,104,104,105,105,861.1,843.7,2023-06-09 17:19:00,1
2023-06-11 16:00:00,29.4,44,1009.7,12.4,18.2,18.8,19.3,116,115,116,117,783.8,718.5,2023-06-09 17:19:00,1
2023-06-11 17:00:00,29.2,44,1009.5,11.0,16.5,17.2,17.7,122,122,123,123,681.7,656.9,2023-06-09 17:19:00,1
2023-06-11 18:00:00,29.0,40,1009.5,11.2,17.1,17.6,18.1,123,125,125,125,675.3,688.8,2023-06-09 17:19:00,1
2023-06-11 19:00:00,27.9,42,1009.8,10.7,17.1,17.6,18.1,130,131,131,131,635.4,566.0,2023-06-09 17:19:00,1
2023-06-11 20:00:00,26.4,50,1010.1,7.8,13.6,14.1,14.4,146,143,142,143,503.1,429.8,2023-06-09 17:19:00,1
2023-06-11 21:00:00,24.6,61,1010.4,5.4,9.9,10.0,10.3,180,170,167,168,269.7,48.6,2023-06-09 17:19:00,1
2023-06-11 22:00:00,23.0,72,1010.9,5.2,8.9,8.4,7.3,214,201,200,200,4.3,0.0,2023-06-09 17:19:00,1
2023-06-11 23:00:00,21.9,78,1011.2,3.8,7.1,7.0,4.6,229,225,235,252,0.0,0.0,2023-06-09 17:19:00,1
