time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-26 13:00:00,32.1,33,993.9,20.0,21.5,21.5,22.0,304,305,305,305,860.4,864.5,2023-06-25 19:53:14.791367,1
2023-06-26 14:00:00,33.0,31,993.4,20.3,22.1,22.4,22.4,303,304,303,303,864.2,859.7,2023-06-25 19:53:14.791367,1
2023-06-26 15:00:00,33.7,29,993.1,20.6,22.7,22.9,23.2,303,303,303,303,843.6,822.1,2023-06-25 19:53:14.791367,1
2023-06-26 16:00:00,34.1,27,992.5,18.3,20.4,20.9,21.2,306,306,306,305,797.2,761.0,2023-06-25 19:53:14.791367,1
2023-06-26 17:00:00,34.3,27,991.9,23.0,26.1,26.4,26.6,302,303,302,303,687.1,602.5,2023-06-25 19:53:14.791367,1
2023-06-26 18:00:00,33.5,29,992.0,21.9,25.8,26.0,26.2,306,306,307,307,526.1,445.0,2023-06-25 19:53:14.791367,1
2023-06-26 19:00:00,32.7,30,992.2,22.7,28.0,28.5,28.8,312,313,313,313,359.8,265.7,2023-06-25 19:53:14.791367,1
2023-06-26 20:00:00,30.8,38,992.8,25.0,34.3,35.6,36.2,324,324,324,325,80.2,0.0,2023-06-25 19:53:14.791367,1
2023-06-26 21:00:00,29.0,43,993.5,13.5,18.0,19.1,19.6,34,26,20,14,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-26 22:00:00,27.5,53,994.1,9.5,12.1,12.1,11.8,61,63,60,52,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-26 23:00:00,26.5,58,994.2,6.8,9.7,10.6,11.1,32,27,18,13,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 00:00:00,25.2,60,994.1,12.8,20.1,22.1,22.2,322,327,330,331,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 01:00:00,24.3,66,993.8,10.9,18.1,20.2,21.2,316,319,321,325,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 02:00:00,23.5,72,993.7,9.4,16.3,18.6,20.5,313,317,319,322,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 03:00:00,22.8,77,993.6,8.2,14.8,17.6,20.2,311,315,317,321,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 04:00:00,22.2,80,993.4,7.7,14.3,17.1,19.7,307,313,318,322,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 05:00:00,21.8,84,993.4,8.4,14.9,17.8,20.0,295,307,313,321,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 06:00:00,21.5,86,993.6,9.4,16.4,19.2,20.2,293,303,310,319,0.0,28.0,2023-06-25 19:53:14.791367,1
2023-06-27 07:00:00,22.0,84,994.1,10.6,15.6,18.9,19.7,298,304,312,322,177.3,351.5,2023-06-25 19:53:14.791367,1
2023-06-27 08:00:00,23.1,77,994.7,12.8,14.0,14.0,16.6,310,312,312,326,474.2,580.5,2023-06-25 19:53:14.791367,1
2023-06-27 09:00:00,24.8,67,994.9,10.0,11.1,11.1,11.3,330,331,331,333,630.2,660.5,2023-06-25 19:53:14.791367,1
2023-06-27 10:00:00,26.5,58,994.8,6.0,6.8,7.1,7.1,335,335,336,336,651.5,640.1,2023-06-25 19:53:14.791367,1
2023-06-27 11:00:00,28.2,50,994.6,6.5,7.3,7.6,7.6,326,327,329,329,665.7,695.8,2023-06-25 19:53:14.791367,1
2023-06-27 12:00:00,29.9,43,994.3,9.4,9.7,10.0,10.0,328,329,330,330,709.8,719.3,2023-06-25 19:53:14.791367,1
2023-06-27 13:00:00,31.1,37,993.9,12.8,13.6,13.6,13.6,338,338,338,338,718.7,715.8,2023-06-25 19:53:14.791367,1
2023-06-27 14:00:00,32.0,34,993.6,14.3,15.4,15.4,15.4,342,344,344,344,715.8,713.4,2023-06-25 19:53:14.791367,1
2023-06-27 15:00:00,32.7,33,993.2,13.8,14.9,15.2,15.2,353,353,353,353,700.2,681.4,2023-06-25 19:53:14.791367,1
2023-06-27 16:00:00,33.1,31,992.7,14.2,15.3,15.6,15.6,9,8,8,8,651.9,618.7,2023-06-25 19:53:14.791367,1
2023-06-27 17:00:00,33.3,29,992.4,15.7,17.6,17.9,18.3,16,15,15,15,593.8,554.4,2023-06-25 19:53:14.791367,1
2023-06-27 18:00:00,32.8,31,992.3,19.1,21.3,21.7,21.7,22,22,21,21,445.8,330.5,2023-06-25 19:53:14.791367,1
2023-06-27 19:00:00,32.2,31,992.8,16.4,19.8,20.4,20.4,38,37,36,36,281.4,233.2,2023-06-25 19:53:14.791367,1
2023-06-27 20:00:00,30.9,36,993.2,22.7,31.2,32.4,33.0,41,40,40,40,71.8,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 21:00:00,29.1,44,994.0,23.5,33.2,35.8,37.3,40,41,40,40,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 22:00:00,27.5,53,994.6,22.8,31.7,34.3,35.8,39,39,39,39,0.0,0.0,2023-06-25 19:53:14.791367,1
2023-06-27 23:00:00,26.3,57,994.7,17.7,26.4,30.2,33.1,38,38,38,37,0.0,0.0,2023-06-25 19:53:14.791367,1
