time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-11 07:00:00,17.6,71,1010.1,4.3,8.2,11.4,14.7,48,52,55,62,81.0,120.8,2023-06-09 19:19:00,1
2023-06-11 08:00:00,18.5,67,1010.2,4.5,7.7,10.7,13.7,61,41,45,55,134.6,157.5,2023-06-09 19:19:00,1
2023-06-11 09:00:00,20.0,63,1010.4,3.5,6.1,6.4,10.6,66,50,52,55,244.9,335.2,2023-06-09 19:19:00,1
2023-06-11 10:00:00,21.8,57,1010.5,1.9,6.6,7.1,7.7,68,45,45,49,362.6,374.5,2023-06-09 19:19:00,1
2023-06-11 11:00:00,23.6,52,1010.5,1.1,6.6,6.9,6.9,72,49,47,47,373.8,358.1,2023-06-09 19:19:00,1
2023-06-11 12:00:00,24.7,50,1010.4,1.5,8.5,9.0,9.0,104,54,53,53,294.3,220.6,2023-06-09 19:19:00,1
2023-06-11 13:00:00,25.3,50,1010.3,2.3,10.5,10.8,10.9,129,63,64,63,156.5,112.3,2023-06-09 19:19:00,1
2023-06-11 14:00:00,26.5,48,1010.3,2.3,5.7,5.5,5.3,129,215,212,208,168.4,234.9,2023-06-09 19:19:00,1
2023-06-11 15:00:00,27.0,49,1010.2,8.5,7.7,7.4,6.9,144,221,219,219,240.6,227.7,2023-06-09 19:19:00,1
2023-06-11 16:00:00,27.2,48,1009.9,8.6,7.3,7.6,7.5,147,200,199,197,179.6,130.3,2023-06-09 19:19:00,1
2023-06-11 17:00:00,26.5,56,1010.1,6.8,8.7,8.6,9.0,183,185,182,182,126.3,336.1,2023-06-09 19:19:00,1
2023-06-11 18:00:00,26.4,54,1009.8,4.8,6.2,6.5,6.5,193,187,186,183,299.7,264.5,2023-06-09 19:19:00,1
2023-06-11 19:00:00,25.9,54,1009.8,6.4,8.9,8.8,8.8,196,194,192,192,271.4,275.1,2023-06-09 19:19:00,1
2023-06-11 20:00:00,24.5,67,1009.9,8.9,13.0,13.0,12.7,207,208,208,209,225.0,163.3,2023-06-09 19:19:00,1
2023-06-11 21:00:00,23.0,71,1010.6,8.0,13.2,13.7,13.7,216,215,215,215,97.1,16.2,2023-06-09 19:19:00,1
2023-06-11 22:00:00,21.9,75,1010.9,6.2,11.1,11.6,11.7,216,216,216,223,1.2,0.0,2023-06-09 19:19:00,1
2023-06-11 23:00:00,21.2,79,1011.1,4.4,8.7,10.4,8.5,215,218,226,242,0.0,0.0,2023-06-09 19:19:00,1
