time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-13 05:00:00,15.6,61,1010.3,7.7,21.3,25.9,28.8,41,37,39,43,0.0,0.0,2023-06-11 18:03:00,1
2023-06-13 06:00:00,15.9,53,1010.3,9.2,20.4,28.8,33.2,31,26,24,30,0.0,202.9,2023-06-11 18:03:00,1
2023-06-13 07:00:00,16.2,57,1010.5,10.5,17.6,18.9,29.0,31,31,31,32,283.6,378.4,2023-06-11 18:03:00,1
2023-06-13 08:00:00,17.5,60,1010.7,11.2,17.5,18.8,19.3,33,32,32,33,448.4,511.1,2023-06-11 18:03:00,1
2023-06-13 09:00:00,19.7,57,1010.8,11.3,16.9,17.7,18.2,37,38,39,39,540.2,572.8,2023-06-11 18:03:00,1
2023-06-13 10:00:00,22.4,51,1010.7,14.0,20.7,21.7,22.5,48,49,48,49,652.4,734.7,2023-06-11 18:03:00,1
2023-06-13 11:00:00,24.8,44,1010.5,16.3,24.5,25.6,26.4,59,60,61,61,770.0,798.5,2023-06-11 18:03:00,1
2023-06-13 12:00:00,26.7,34,1010.6,18.2,28.0,29.4,30.5,76,77,78,78,834.2,865.9,2023-06-11 18:03:00,1
2023-06-13 13:00:00,27.2,24,1010.7,22.3,36.0,38.2,39.6,90,89,89,89,870.6,869.8,2023-06-11 18:03:00,1
2023-06-13 14:00:00,27.6,26,1010.3,17.4,27.2,28.3,29.1,72,72,72,72,870.0,875.2,2023-06-11 18:03:00,1
2023-06-13 15:00:00,27.6,23,1010.5,17.7,27.9,29.0,29.8,78,79,79,78,866.4,847.0,2023-06-11 18:03:00,1
2023-06-13 16:00:00,27.4,24,1010.7,17.0,27.0,28.1,28.8,77,77,77,77,790.5,725.9,2023-06-11 18:03:00,1
2023-06-13 17:00:00,27.0,27,1010.6,17.0,27.7,28.8,29.3,69,69,70,69,671.1,624.3,2023-06-11 18:03:00,1
2023-06-13 18:00:00,26.0,30,1010.6,16.6,27.3,28.9,29.7,68,69,69,69,617.9,619.4,2023-06-11 18:03:00,1
2023-06-13 19:00:00,25.0,35,1010.9,15.6,27.1,28.7,29.5,67,68,68,68,622.6,614.2,2023-06-11 18:03:00,1
2023-06-13 20:00:00,24.0,38,1011.2,14.5,27.2,29.6,30.9,63,64,64,64,554.5,471.6,2023-06-11 18:03:00,1
2023-06-13 21:00:00,22.6,41,1011.8,11.5,24.4,28.1,31.0,58,59,59,59,299.5,59.4,2023-06-11 18:03:00,1
2023-06-13 22:00:00,20.8,46,1012.5,11.4,24.8,29.3,33.3,55,57,58,59,5.6,0.0,2023-06-11 18:03:00,1
2023-06-13 23:00:00,19.1,53,1013.0,11.0,23.3,26.7,30.5,52,55,55,57,0.0,0.0,2023-06-11 18:03:00,1
