time,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,api_called_at,customer_id
2023-06-14 20:00:00,23.0,39,1014.6,13.0,21.6,22.7,23.4,88,87,87,87,603.9,511.2,2023-06-13 18:06:00,1
2023-06-14 21:00:00,21.0,51,1015.1,11.2,20.2,22.4,23.9,84,85,84,85,329.8,71.1,2023-06-13 18:06:00,1
2023-06-14 22:00:00,19.3,62,1015.7,8.8,17.8,20.4,26.3,81,82,82,81,7.4,0.0,2023-06-13 18:06:00,1
2023-06-14 23:00:00,18.0,66,1016.3,7.1,15.8,18.3,23.7,75,78,80,81,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 00:00:00,16.9,70,1016.5,6.0,13.7,16.8,21.4,65,72,75,77,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 01:00:00,16.0,74,1016.6,5.5,13.5,16.3,20.0,58,65,68,72,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 02:00:00,15.3,76,1016.6,6.1,15.1,17.5,20.3,50,52,58,65,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 03:00:00,14.6,79,1016.6,5.6,15.0,17.5,19.0,50,48,53,63,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 04:00:00,14.1,82,1016.5,5.7,15.1,17.1,18.7,35,40,49,60,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 05:00:00,13.7,83,1016.6,6.2,16.9,19.4,20.5,36,34,42,52,0.0,0.0,2023-06-13 18:06:00,1
2023-06-15 06:00:00,13.8,82,1016.8,6.6,15.9,20.4,22.3,41,39,44,52,0.0,201.3,2023-06-13 18:06:00,1
2023-06-15 07:00:00,15.0,75,1017.0,7.6,11.7,16.3,21.8,45,45,45,51,299.3,416.3,2023-06-13 18:06:00,1
2023-06-15 08:00:00,16.7,68,1017.2,7.9,11.0,11.5,11.7,47,49,49,47,510.6,594.5,2023-06-13 18:06:00,1
2023-06-15 09:00:00,18.8,61,1017.4,7.7,10.0,10.2,10.5,53,52,51,52,624.9,648.6,2023-06-13 18:06:00,1
2023-06-15 10:00:00,21.2,54,1017.7,7.7,9.7,10.0,10.5,53,51,52,52,691.1,737.5,2023-06-13 18:06:00,1
2023-06-15 11:00:00,23.6,45,1017.8,8.9,11.3,11.8,11.8,63,63,63,63,782.4,820.5,2023-06-13 18:06:00,1
2023-06-15 12:00:00,25.5,36,1017.5,10.2,13.2,13.9,14.3,80,79,80,80,824.0,810.3,2023-06-13 18:06:00,1
2023-06-15 13:00:00,26.8,28,1016.8,9.4,12.4,12.7,13.1,97,98,98,98,751.1,690.7,2023-06-13 18:06:00,1
2023-06-15 14:00:00,26.3,32,1016.5,12.8,19.1,19.8,20.1,101,101,100,100,685.6,558.8,2023-06-13 18:06:00,1
2023-06-15 15:00:00,26.8,30,1016.4,11.4,16.7,17.0,17.4,103,104,103,103,639.0,709.5,2023-06-13 18:06:00,1
2023-06-15 16:00:00,26.8,29,1016.2,11.1,15.4,16.1,16.1,103,101,100,100,699.5,666.8,2023-06-13 18:06:00,1
2023-06-15 17:00:00,26.4,30,1016.1,12.0,17.4,18.1,18.1,99,97,97,97,608.7,554.3,2023-06-13 18:06:00,1
2023-06-15 18:00:00,25.8,33,1016.0,11.7,17.2,17.9,18.3,101,101,100,100,562.0,577.4,2023-06-13 18:06:00,1
2023-06-15 19:00:00,24.8,36,1016.2,12.0,19.6,20.2,20.6,97,96,95,95,570.9,553.8,2023-06-13 18:06:00,1
2023-06-15 20:00:00,23.5,41,1016.6,11.2,19.8,20.9,21.2,92,91,91,90,513.6,454.4,2023-06-13 18:06:00,1
2023-06-15 21:00:00,21.3,51,1017.2,10.8,20.2,21.2,22.0,92,91,90,91,298.4,66.7,2023-06-13 18:06:00,1
2023-06-15 22:00:00,19.3,58,1017.7,9.7,20.2,22.0,28.1,88,88,88,87,7.5,0.0,2023-06-13 18:06:00,1
2023-06-15 23:00:00,17.9,61,1017.7,9.1,19.1,23.4,32.8,83,86,88,89,0.0,0.0,2023-06-13 18:06:00,1
