time,api_called_at,temperature_2m,relativehumidity_2m,surface_pressure,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,direct_normal_irradiance,direct_normal_irradiance_instant,customer_id,datetime_gmt,generation_mw
2023-06-25 05:00:00,2023-06-24 15:30:00,22.0,58.0,995.6,4.8,11.9,14.6,16.7,63.0,61.0,50.0,37.0,0.0,0.0,1,2023-06-25 05:00:00,2.3713006
2023-06-25 06:00:00,2023-06-24 15:30:00,21.7,60.0,995.9,3.4,9.2,11.4,13.3,72.0,69.0,55.0,38.0,0.0,54.3,1,2023-06-25 06:00:00,8.941007999999998
2023-06-25 07:00:00,2023-06-24 15:30:00,22.2,60.0,996.4,2.5,6.8,8.9,11.1,82.0,65.0,47.0,29.0,191.5,352.9,1,2023-06-25 07:00:00,22.163358
2023-06-25 08:00:00,2023-06-24 15:30:00,24.0,52.0,996.7,1.1,3.9,6.1,8.4,108.0,68.0,45.0,20.0,472.8,582.8,1,2023-06-25 08:00:00,43.55796000000001
2023-06-25 09:00:00,2023-06-24 15:30:00,26.2,43.0,996.9,0.7000000000000001,1.6,1.9,2.3,360.0,27.0,22.0,18.0,654.1,714.8,1,2023-06-25 09:00:00,61.56048
2023-06-25 10:00:00,2023-06-24 15:30:00,28.2,37.0,996.5,4.2,4.6,4.6,4.6,301.0,315.0,315.0,315.0,756.4,792.1,1,2023-06-25 10:00:00,79.87496999999999
2023-06-25 11:00:00,2023-06-24 15:30:00,29.9,33.0,996.3,7.8,8.5,8.9,9.0,292.0,298.0,297.0,299.0,816.1,836.3,1,2023-06-25 11:00:00,93.89706
2023-06-25 12:00:00,2023-06-24 15:30:00,31.5,30.0,996.0,11.2,12.8,12.8,12.8,291.0,292.0,292.0,292.0,849.3,859.8,1,2023-06-25 12:00:00,98.18068
2023-06-25 13:00:00,2023-06-24 15:30:00,33.0,28.0,995.7,14.8,16.5,16.6,17.0,293.0,290.0,292.0,291.0,865.2,868.5,1,2023-06-25 13:00:00,92.41317
2023-06-25 14:00:00,2023-06-24 15:30:00,34.3,24.0,995.1,18.5,19.2,19.5,19.7,303.0,300.0,300.0,301.0,867.0,862.9,1,2023-06-25 14:00:00,86.53254999999999
2023-06-25 15:00:00,2023-06-24 15:30:00,35.2,23.0,994.5,19.0,19.8,20.1,20.6,307.0,303.0,303.0,303.0,853.3,840.4,1,2023-06-25 15:00:00,73.22276999999998
2023-06-25 16:00:00,2023-06-24 15:30:00,35.7,22.0,993.9,19.9,21.3,21.5,22.0,314.0,309.0,310.0,310.0,821.4,797.8,1,2023-06-25 16:00:00,55.63404000000001
2023-06-25 17:00:00,2023-06-24 15:30:00,35.8,23.0,993.4,20.0,21.3,21.8,22.0,304.0,304.0,304.0,305.0,767.1,728.1,1,2023-06-25 17:00:00,32.635419999999996
2023-06-25 18:00:00,2023-06-24 15:30:00,35.6,24.0,992.9,17.7,20.3,20.8,21.1,283.0,283.0,284.0,284.0,674.3,602.7,1,2023-06-25 18:00:00,13.275403
2023-06-25 19:00:00,2023-06-24 15:30:00,35.0,28.0,992.9,22.3,28.6,29.6,30.7,261.0,264.0,265.0,266.0,481.9,344.2,1,2023-06-25 19:00:00,4.635930999999999
2023-06-25 20:00:00,2023-06-24 15:30:00,33.3,28.0,992.7,29.3,41.1,43.9,45.6,328.0,333.0,337.0,340.0,103.9,0.0,1,2023-06-25 20:00:00,0.3987891999999999
